"Date","Price","Return"
2017-06-20,29312,-0.005070366
2017-06-21,28682,-0.02172724
2017-06-22,28274,-0.014327094
2017-06-23,28274,0
2017-06-26,28570,0.010414562
2017-06-27,28385,-0.00649638
2017-06-28,28236,-0.005263077
2017-06-29,28348,0.003958721
2017-06-30,28570,0.007800735
2017-07-03,28867,0.010341858
2017-07-04,28719,-0.00514015
2017-07-05,28830,0.003857587
2017-07-06,29201,0.012786444
2017-07-07,28719,-0.016644031
2017-07-10,28274,-0.01561627
2017-07-11,28422,0.005220839
2017-07-12,28199,-0.007876977
2017-07-13,28348,0.005269965
2017-07-14,28385,0.001304356
2017-07-17,27977,-0.014478093
2017-07-18,28014,0.001321641
2017-07-19,27903,-0.003970175
2017-07-20,27791,-0.004021983
2017-07-21,27457,-0.012091083
2017-07-24,27680,0.008088986
2017-07-25,27680,0
2017-07-26,27754,0.002669843
2017-07-27,27717,-0.001334031
2017-07-28,27828,0.003996765
2017-07-31,28014,0.006661677
2017-08-01,28496,0.017059341
2017-08-02,28274,-0.007821072
2017-08-03,28422,0.005220839
2017-08-04,28236,-0.006565734
2017-08-07,28236,0
2017-08-08,28496,0.009165967
2017-08-09,28051,-0.015739445
2017-08-10,27977,-0.002641538
2017-08-11,27791,-0.006670517
2017-08-14,27940,0.005347127
2017-08-15,27680,-0.009349223
2017-08-16,27828,0.005332577
2017-08-17,27680,-0.005332577
2017-08-18,27828,0.005332577
2017-08-21,27754,-0.002662734
2017-08-22,27383,-0.013457591
2017-08-23,27457,0.002698762
2017-08-24,27494,0.001346654
2017-08-25,27569,0.002724154
2017-08-28,27791,0.008020274
2017-08-29,27457,-0.012091083
2017-08-30,27457,0
2017-08-31,27531,0.002691498
2017-09-01,27791,0.009399585
2017-09-05,28311,0.018538194
2017-09-06,28199,-0.003963905
2017-09-07,27977,-0.007903772
2017-09-08,27977,0
2017-09-11,27977,0
2017-09-12,28236,0.009215015
2017-09-13,28236,0
2017-09-14,28422,0.006565734
2017-09-15,28199,-0.007876977
2017-09-18,27903,-0.010552306
2017-09-19,27754,-0.005354236
2017-09-20,28051,0.010644308
2017-09-21,28088,0.001318157
2017-09-22,27940,-0.005283085
2017-09-25,27828,-0.004016646
2017-09-26,27940,0.004016646
2017-09-27,27977,0.00132339
2017-09-28,28242,0.009427488
2017-09-29,28507,0.00933944
2017-10-02,28545,0.001332118
2017-10-03,28507,-0.001332118
2017-10-04,29417,0.031423067
2017-10-05,29341,-0.002586883
2017-10-06,29607,0.009024965
2017-10-09,29872,0.008910767
2017-10-10,30062,0.006340329
2017-10-11,29834,-0.007613233
2017-10-12,29607,-0.007637863
2017-10-13,29834,0.007637863
2017-10-16,29607,-0.007637863
2017-10-17,31085,0.048714568
2017-10-18,30858,-0.007329352
2017-10-19,30706,-0.004937961
2017-10-20,30934,0.007397827
2017-10-23,30251,-0.022326661
2017-10-24,30327,0.002509163
2017-10-25,30896,0.018588321
2017-10-26,30782,-0.003696622
2017-10-27,31843,0.033887474
2017-10-30,31768,-0.002358084
2017-10-31,31389,-0.012001981
2017-11-01,31540,0.004799068
2017-11-02,31161,-0.012089269
2017-11-03,31768,0.019292181
2017-11-06,32223,0.014220989
2017-11-07,32185,-0.001179978
2017-11-08,33057,0.026732839
2017-11-09,32677,-0.011561878
2017-11-10,32677,0
2017-11-13,32905,0.006953155
2017-11-14,33208,0.009166189
2017-11-15,33057,-0.004557467
2017-11-16,33891,0.024916148
2017-11-17,33663,-0.006750181
2017-11-20,34118,0.013425793
2017-11-21,35407,0.037084436
2017-11-22,36392,0.02743943
2017-11-23,36317,-0.002063019
2017-11-24,35938,-0.01049072
2017-11-27,36317,0.01049072
2017-11-28,36544,0.006231063
2017-11-29,37151,0.016473675
2017-11-30,36772,-0.010254003
2017-12-01,36620,-0.004142147
2017-12-04,37454,0.022518974
2017-12-05,36468,-0.02667835
2017-12-06,36392,-0.002086193
2017-12-07,36089,-0.008360861
2017-12-08,35672,-0.011622042
2017-12-11,33815,-0.053461576
2017-12-12,33891,0.002245001
2017-12-13,33360,-0.015791915
2017-12-14,34345,0.02909887
2017-12-15,34876,0.015342466
2017-12-18,36241,0.038392161
2017-12-19,36203,-0.001049086
2017-12-20,37151,0.0258487
2017-12-21,36772,-0.010254003
2017-12-22,38515,0.04631109
2017-12-25,38970,0.011744344
2017-12-26,38970,0
2017-12-27,39804,0.02117529
2017-12-28,41017,0.030019205
2017-12-29,41169,0.003698931
2018-01-02,41700,0.012815583
2018-01-03,41624,-0.001824205
2018-01-04,42003,0.00906412
2018-01-05,40942,-0.025584613
2018-01-08,42003,0.025584613
2018-01-09,44353,0.054439306
2018-01-10,43974,-0.0085818
2018-01-11,44581,0.013709209
2018-01-12,43974,-0.013709209
2018-01-15,45491,0.033915954
2018-01-16,45491,0
2018-01-17,42610,-0.065425537
2018-01-18,44353,0.040091383
2018-01-19,46249,0.041859492
2018-01-22,47993,0.037015325
2018-01-25,51329,0.067200728
2018-01-26,52390,0.020459839
2018-01-29,51556,-0.016047138
2018-01-30,50798,-0.014811612
2018-01-31,50495,-0.005982662
2018-02-01,50495,0
2018-02-02,51101,0.011929745
2018-02-05,47538,-0.072274675
2018-02-06,47007,-0.011232864
2018-02-07,48144,0.023899993
2018-02-08,47689,-0.009495757
2018-02-09,46173,-0.032305552
2018-02-12,48144,0.041801308
2018-02-13,48523,0.007841392
2018-02-21,50191,0.033797815
2018-02-22,50646,0.009024526
2018-02-23,54134,0.0666022
2018-02-26,54513,0.006976751
2018-02-27,55499,0.017925797
2018-02-28,55953,0.00814705
2018-03-01,54210,-0.031646659
2018-03-02,54437,0.004178676
2018-03-05,51556,-0.054375474
2018-03-06,53982,0.045982062
2018-03-07,52769,-0.022726761
2018-03-08,52693,-0.001441278
